SMILES,MN,WTPT-5,nHBAcc_Lipinski,ETA_BetaP_s,WTPT-3,minHBa,ETA_dEpsilon_C,ETA_dEpsilon_A,ETA_Epsilon_4,ETA_Epsilon_1,TopoPSA,MLFER_S,nHBAcc,nN,maxsssCH,ETA_EtaP_F,ETA_Eta_F_L
CCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1,3.186518,4,0.625,11.40107,5.905899,-0.0848,0.16286,0.52766,0.60571,62.05,2.046,1,1,0,0.90502,5.31187
Oc1ccc2[C@H]([C@H](CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,3.355681,3,0.6129,8.996366,2.479367,-0.03328,0.0853,0.47917,0.53118,32.7,2.31,1,1,0.43072,0.88172,7.09051
Oc1ccc2C3=Nc4ccc(O)cc4OC3Cc2c1,1,3.20939,4,0.65789,11.50764,5.886618,-0.09622,0.19431,0.54524,0.64333,62.05,2.172,1,1,0,0.90224,5.30999
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,1,6.975501,4,0.61806,12.61471,2.509643,-0.03401,0.07618,0.47801,0.52018,35.94,2.466,2,2,0.511989,0.90723,7.42522
Cc1cc2S[C@H]([C@H](Oc2cc1O)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,3.406643,5,0.625,17.99952,-1.58368,-0.06415,0.12199,0.50884,0.56667,87.46,2.877,1,1,0.298993,0.90327,7.51883
CC1(C)Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1,3.161078,4,0.625,11.29393,5.944093,-0.0848,0.16286,0.52766,0.60571,62.05,2.006,1,1,0,0.92711,5.29394
CCC(=C(c1ccc(O)cc1)c2ccc(OCCN(C)C)cc2)c3ccccc3,0,2.979316,3,0.58621,8.5559,2.10458,-0.03375,0.09357,0.4735,0.53333,32.7,2.164,1,1,0,1.01499,7.64778
Oc1ccc(cc1)[C@@H]2Sc3ccc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.62879,18.01116,-1.55044,-0.06661,0.12806,0.51167,0.57312,87.46,2.901,1,1,0.304178,0.90633,7.4627
Oc1cccc(c1)C2Sc3cc(O)ccc3OC2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.62879,18.01746,-1.64372,-0.06661,0.12806,0.51167,0.57312,87.46,2.901,1,1,0.224324,0.90922,7.4627
CC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5cccc(O)c5)CC1,0,3.41438,5,0.625,18.02599,-1.64888,-0.06415,0.12199,0.50884,0.56667,87.46,2.862,1,1,0.845136,0.89733,7.4627
CCC1Oc2cc(O)cc(C)c2N=C1c3ccc(O)c(Br)c3,1,3.182509,4,0.61364,13.90732,6.045689,-0.0894,0.16245,0.53133,0.60439,62.05,2.071,1,1,0,0.87819,5.36566
CC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,1,3.163163,5,0.6375,13.8784,5.677427,-0.11196,0.20462,0.55482,0.64748,82.28,1.988,1,1,0,0.97418,5.57987
Oc1ccc(cc1)[C@@H]2Sc3c(F)c(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.63235,20.55398,-2.03081,-0.08591,0.15286,0.5306,0.59754,87.46,2.828,1,1,0.028028,0.95217,7.74767
Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,1,6.916608,4,0.62879,12.55043,2.47543,-0.03769,0.08679,0.48275,0.53184,35.94,2.505,2,2,0,0.93404,7.50949
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccc(O)cc3S2(=O)=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406614,7,0.63571,23.41113,2.417682,-0.09063,0.15671,0.53496,0.60104,104.68,4.095,3,1,0,1.08989,8.30823
CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,1,10.01621,5,0.63889,15.65544,2.14563,-0.04023,0.08444,0.48423,0.52844,39.18,2.687,3,3,0,0.96946,8.04655
Cc1cc(O)cc2O[C@@H]([C@@H](Sc12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406642,5,0.625,18.00006,-1.5979,-0.06415,0.12199,0.50884,0.56667,87.46,2.877,1,1,0.298345,0.90285,7.51922
Oc1ccc2OC(C(Sc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,0,3.406642,4,0.625,15.48178,-1.50839,-0.05412,0.11302,0.49958,0.55847,67.23,2.603,1,1,0.390157,0.87056,7.22222
CCC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,1,3.182222,5,0.63095,13.95399,5.826732,-0.10485,0.18726,0.54722,0.62963,82.28,1.988,1,1,0,0.95791,5.56733
CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCCC5)cc4,1,6.967669,4,0.63235,15.13286,0.869043,-0.05084,0.10336,0.49552,0.54805,35.94,2.662,2,2,0,0.9406,7.6219
Oc1ccc(cc1)C2=C(Oc3ccc(O)cc3S2)c4ccc(OCCN5CCCCC5)cc4,1,3.406644,5,0.62879,18.01111,-1.72872,-0.06661,0.13717,0.51167,0.58222,87.46,3.031,1,1,0,0.95248,7.95029
CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCC5)cc4,1,6.916608,4,0.63636,15.07658,0.86952,-0.05274,0.10837,0.49779,0.55342,35.94,2.662,2,2,0,0.95483,7.6219
CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCCC5)cc4,1,6.966896,4,0.63235,15.13847,0.836369,-0.05084,0.10336,0.49552,0.54805,35.94,2.624,2,2,0,0.94294,7.6219
Oc1ccc(cc1)[C@@H]2Sc3cc(O)c(Cl)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.63235,20.53834,-1.6144,-0.08056,0.14595,0.52524,0.59063,87.46,2.833,1,1,0.282868,0.92534,7.63069
Cc1cc(O)cc2S[C@H]([C@H](Oc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,3.40664,5,0.625,18,-1.64159,-0.06415,0.12199,0.50884,0.56667,87.46,2.877,1,1,0.268676,0.90329,7.51883
Oc1ccc(cc1)[C@H]2Sc3c(F)c(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.63235,20.55398,-2.03081,-0.08591,0.15286,0.5306,0.59754,87.46,2.828,1,1,0.028028,0.95217,7.74767
Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406644,5,0.62879,18.01111,-1.60835,-0.06661,0.12806,0.51167,0.57312,87.46,2.901,1,1,0.273861,0.90568,7.4627
Oc1ccc(cc1)[C@@H]2Cc3ccc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.62879,14.79591,2.475049,-0.0582,0.11536,0.50325,0.56042,62.16,2.755,1,1,0.091215,0.9322,7.65926
Oc1ccc2O[C@@H]([C@@H](Sc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,0,3.406642,4,0.625,15.48178,-1.50839,-0.05412,0.11302,0.49958,0.55847,67.23,2.603,1,1,0.390157,0.87056,7.22222
Oc1ccc(cc1)[C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406642,5,0.63235,20.56805,-1.557,-0.08056,0.14595,0.52524,0.59063,87.46,2.915,1,1,0.324518,0.92669,7.63124
CC1(C)Oc2cc(O)cc(O)c2N=C1c3ccc(O)c(Br)c3,1,3.157087,5,0.625,16.35864,5.923883,-0.11501,0.20066,0.55694,0.64259,82.28,1.997,1,1,0,0.95568,5.54706
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,1,6.965089,4,0.62879,12.60407,2.484723,-0.03769,0.08679,0.48275,0.53184,35.94,2.529,2,2,0,0.9248,7.46889
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCCC5)cc4,1,6.99062,4,0.625,12.63221,2.487681,-0.03638,0.08294,0.48106,0.52762,35.94,2.529,2,2,0,0.91127,7.46889
Oc1ccc(cc1)[C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406642,6,0.63235,20.56805,-1.8479,-0.07878,0.14262,0.52346,0.5873,107.69,3.08,1,1,0.138345,0.94833,7.71871
Oc1ccc2C3=Nc4ccc(O)cc4OC3CCc2c1,1,3.212815,4,0.65,11.50978,5.950482,-0.08963,0.17609,0.53778,0.62424,62.05,2.172,1,1,0,0.88741,5.30999
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,1,7.010138,4,0.63281,12.65603,2.463889,-0.0391,0.091,0.48455,0.53646,35.94,2.569,2,2,0.114954,0.90994,7.49993
CC(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,1,6.976686,4,0.61806,12.61592,2.510353,-0.03401,0.07618,0.47801,0.52018,35.94,2.466,2,2,0.478332,0.91002,7.42522
Oc1ccc(cc1)[C@@H]2Sc3ccccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,3.406642,4,0.625,15.46,-1.41511,-0.05412,0.11302,0.49958,0.55847,67.23,2.641,1,1,0.390157,0.86892,7.22222
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,0,0,2,0.6,5.093017,9.665589,-0.05046,0.07884,0.49861,0.52698,37.3,1.552,1,0,0.678003,0.53199,2.84474
Oc1ccc(cc1)[C@@H]2Sc3c(F)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406642,5,0.63235,20.56805,-1.9729,-0.08591,0.15286,0.5306,0.59754,87.46,2.833,1,1,0.058345,0.95179,7.7327
Oc1ccc(cc1)C2=Nc3ccc(O)cc3OC2,1,3.173208,4,0.63889,11.37018,5.54826,-0.09746,0.19738,0.54146,0.64138,62.05,2.085,1,1,0,0.92083,5.36367
CCC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)c(Br)c3,1,3.182509,5,0.625,16.47095,5.885689,-0.11501,0.20066,0.55694,0.64259,82.28,2.037,1,1,0,0.93556,5.56499
CC1Oc2cc(O)cc(C)c2N=C1c3ccc(O)c(Br)c3,1,3.16345,4,0.61905,13.83333,5.896383,-0.09522,0.17668,0.53759,0.61905,62.05,2.071,1,1,0,0.89332,5.3782
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(F)cc4,1,3.598764,2,0.61458,8.678442,2.3399,-0.05256,0.13743,0.49802,0.58288,23.47,2.061,1,1,0.011435,1.00037,6.77143
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,1,6.92444,4,0.62143,12.55844,2.478393,-0.03516,0.07941,0.47949,0.52374,35.94,2.466,2,2,0.512504,0.92,7.42522
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,1,6.967669,4,0.63235,15.13286,2.331389,-0.05588,0.10976,0.50056,0.55444,35.94,2.58,2,2,0,0.96219,7.72335
CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,1,9.965145,5,0.64286,15.59917,2.1439,-0.0416,0.08808,0.48593,0.53241,39.18,2.687,3,3,0,0.98331,8.04655
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406627,6,0.63235,17.40934,2.43895,-0.07548,0.13839,0.52016,0.58307,79.23,3.226,2,1,0,1.0282,8.23661
Oc1ccc2O[C@@H]([C@@H](Sc2c1)c3ccccc3O)c4ccc(OCCN5CCCCC5)cc4,1,3.406641,5,0.62879,18.03966,-1.70163,-0.06661,0.12806,0.51167,0.57312,87.46,2.901,1,1,0.135528,0.91383,7.47823
CC1(N(CCc2cc(O)ccc12)c3cccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,1,6.966896,5,0.63235,15.13847,2.345556,-0.04951,0.10091,0.49419,0.54559,56.17,2.789,2,2,0,0.963,7.70937
CCc1cc(O)cc2O[C@@H]([C@@H](Sc12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406653,5,0.62143,18.03807,-1.62072,-0.06187,0.11645,0.5062,0.56078,87.46,2.877,1,1,0.299827,0.8955,7.46082
Oc1ccc(cc1)[C@@H]2Sc3cc(O)cc(Cl)c3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.40664,5,0.63235,20.56817,-1.61542,-0.08056,0.14595,0.52524,0.59063,87.46,2.915,1,1,0.286851,0.92702,7.63069
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCC5)cc4,1,6.916608,4,0.63636,15.07658,2.328431,-0.05796,0.11506,0.50302,0.56012,35.94,2.58,2,2,0,0.97672,7.72335
COc1ccc(cc1)C2Sc3cc(O)ccc3OC2c4ccc(OCCN5CCCCC5)cc4,0,3.406649,5,0.63235,18.27478,-1.57846,-0.06415,0.12199,0.50884,0.56667,76.46,2.764,1,1,0.3297,0.90359,7.70685
CC1CCCC(C)N1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5cccc(O)c5,1,3.396353,5,0.62143,18.0061,-1.6574,-0.06187,0.11645,0.5062,0.56078,87.46,2.823,1,1,0.623807,0.8872,7.43611
CCCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1,3.196067,4,0.61905,11.43754,5.997149,-0.07963,0.14973,0.522,0.59211,62.05,2.046,1,1,0,0.88624,5.31187
Oc1ccc(cc1)[C@@H]2Sc3cc(Cl)c(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1,3.406643,5,0.63235,20.53834,-1.55751,-0.08056,0.14595,0.52524,0.59063,87.46,2.833,1,1,0.317169,0.92534,7.63069
CCc1c(O)ccc2S[C@H]([C@H](Oc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,3.406658,5,0.62143,18.0399,-1.60123,-0.06187,0.11645,0.5062,0.56078,87.46,2.877,1,1,0.299277,0.89759,7.47596
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,6.914028,4,0.63281,12.5478,2.473729,-0.0391,0.091,0.48455,0.53646,35.94,2.529,2,2,0,0.93918,7.46889
CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCC5)cc4,1,6.915835,4,0.63636,15.0822,0.836903,-0.05274,0.10837,0.49779,0.55342,35.94,2.624,2,2,0,0.95722,7.6219
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCOCC5)cc4,1,3.406643,6,0.64394,21.01492,-1.65392,-0.08187,0.14995,0.52692,0.595,96.69,3.086,2,1,0.21249,0.94845,7.96084
Cc1c(O)ccc2S[C@H]([C@H](Oc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,3.40664,5,0.625,17.99106,-1.58368,-0.06415,0.12199,0.50884,0.56667,87.46,2.877,1,1,0.298993,0.90434,7.53436
CC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1,3.167422,4,0.63158,11.32813,5.756593,-0.09069,0.17848,0.53409,0.62188,62.05,2.046,1,1,0,0.92126,5.32441
CC1(N(CCc2cc(O)ccc12)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,1,6.915835,5,0.63636,15.0822,2.342597,-0.05133,0.10571,0.49639,0.55077,56.17,2.789,2,2,0,0.97758,7.70937
CC1(N(CCc2cc(O)ccc12)c3cccc(F)c3)c4ccc(OCCN5CCCC5)cc4,1,6.915835,4,0.63636,15.0822,2.262597,-0.05796,0.11506,0.50302,0.56012,35.94,2.542,2,2,0,0.98083,7.72335
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCNC5CCCCCC5)cc4,1,3.074522,5,0.61429,17.6798,-1.6527,-0.06187,0.11645,0.5062,0.56078,96.25,2.777,1,1,0.636539,0.86819,7.29858
Oc1ccc2OC(C(Sc2c1)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406644,4,0.62879,18.01111,-1.64917,-0.07369,0.13824,0.51875,0.58329,67.23,2.654,1,1,0.218305,0.90866,7.47668
Oc1ccc2C(=O)c3oc4cc(O)ccc4c3Oc2c1,1,0,5,0.6625,14.10182,5.47363,-0.1336,0.27447,0.58175,0.72262,79.9,2.537,1,0,0,1.05694,6.15803
COc1cc(O)c2C(=O)c3c(Oc2c1)oc4cc(O)ccc34,1,0,6,0.67045,16.93837,5.044006,-0.14464,0.27208,0.5913,0.71875,89.13,2.278,1,0,0,1.09905,6.65706
Oc1cc(O)c2C(=O)c3oc4c(cc(O)cc4c3Oc2c1)C#N,1,2.490007,7,0.66304,19.17142,5.440112,-0.1767,0.3273,0.62273,0.77333,123.92,2.89,2,1,0,1.19578,7.14448
Oc1cc(O)c2C(=O)c3sc4ccccc4c3Oc2c1,1,0,4,0.6375,14.10346,-1.62242,-0.12169,0.25661,0.56984,0.70476,95,2.117,1,0,0,1.03248,5.98073
CC1=C(c2ccc(O)cc2)C3(Cc4ccccc4C3)c5ccc(O)cc15,0,0,2,0.59615,5.077953,9.725052,-0.03224,0.11085,0.48081,0.55942,40.46,2.226,0,0,0,0.99493,6.87885
Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,1,0,5,0.625,13.36582,5.528563,-0.12608,0.25159,0.56894,0.69445,86.99,2.273,1,0,0,1.05607,6.00825
CC1=CC[C@@]2(CO)COC([C@@H]1C2)c3ccc(O)cc3,0,0,3,0.60526,8.155763,6.0531,-0.06724,0.11045,0.51064,0.55385,49.69,1.577,2,0,0.332586,0.62325,3.49231
Oc1ccc2CC3(Cc2c1)C(=Cc4ccccc34)c5ccccc5,0,0,1,0.59375,2.548506,9.891209,-0.0172,0.09683,0.4672,0.54683,20.23,1.952,0,0,0,0.9588,6.58847
Oc1ccc2Oc3c(oc4cc(O)ccc34)C(=O)c2c1,1,0,5,0.6625,14.10125,5.464129,-0.1336,0.27447,0.58175,0.72262,79.9,2.575,1,0,0,1.05734,6.15803
Oc1ccc2c(C=C(c3ccccc3)C24Cc5ccccc5C4)c1,0,0,1,0.59375,2.553647,9.92876,-0.0172,0.09683,0.4672,0.54683,20.23,1.952,0,0,0,0.96034,6.58847
Oc1ccc2c3C(=O)c4c(O)cc(O)cc4Oc3oc2c1,1,0,6,0.66667,16.65582,5.411997,-0.15496,0.30091,0.60233,0.74828,100.13,2.415,1,0,0,1.10801,6.41291
Oc1cc(O)c2C(=O)c3oc4c(Br)cc(O)cc4c3Oc2c1,1,0,6,0.65909,19.21129,5.629811,-0.16651,0.3177,0.61318,0.76437,100.13,2.589,1,0,0,1.08862,6.41171
Oc1ccc2oc3C(=O)c4c(O)cc(O)cc4Oc3c2c1,1,0,6,0.66667,16.65628,5.440575,-0.15496,0.30091,0.60233,0.74828,100.13,2.415,1,0,0,1.10829,6.41405
OC[C@]12CC[C@H]([C@H](C1)C=CC2)c3ccc(O)cc3,0,0,2,0.58333,5.016809,9.36341,-0.04586,0.08582,0.48986,0.52982,40.46,1.416,1,0,0.545549,0.56281,3.03561
Oc1cccc(c1)C2=Cc3ccc(O)cc3C24Cc5ccccc5C4,0,0,2,0.6,5.090491,9.972051,-0.03382,0.11896,0.48307,0.56822,40.46,2.25,0,0,0,1.00397,6.82895
Oc1ccc2c3Oc4cc(O)cc(O)c4C(=O)c3oc2c1,1,0,6,0.66667,16.65394,5.417519,-0.15496,0.30091,0.60233,0.74828,100.13,2.415,1,0,0,1.10684,6.41405
Oc1ccc2Oc3c(oc4ccc(O)cc34)C(=O)c2c1,1,0,5,0.6625,14.1036,5.487184,-0.1336,0.27447,0.58175,0.72262,79.9,2.575,1,0,0,1.05859,6.15803
OC(=O)CCCOc1ccc(cc1)\C(=C\CCc2ccccc2)\c3cccc(O)c3,0,0,4,0.575,10.36518,5.632146,-0.05871,0.12951,0.49825,0.56905,66.76,2.321,2,0,0,1.00283,7.97622
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCC(=O)O)cc2)\c3ccccc3,1,0,4,0.58036,10.3294,5.246392,-0.06381,0.14533,0.50381,0.58533,66.76,2.23,2,0,0,1.08228,7.86648
CC\C(=C(\c1ccc(OCC(=O)O)cc1)/c2cccc(O)c2)\c3ccccc3,1,0,4,0.58036,10.33603,5.242835,-0.06381,0.14533,0.50381,0.58533,66.76,2.23,2,0,0,1.08692,7.86648
OC(=O)CCCOc1ccc(cc1)\C(=C\CCc2ccccc2)\c3ccc(O)cc3,0,0,4,0.575,10.35879,5.635703,-0.05871,0.12951,0.49825,0.56905,66.76,2.321,2,0,0,0.99887,7.97622
CC[C@@](C)([C@@H](c1ccc(O)cc1)c2ccc(OCCCC(=O)O)cc2)c3ccccc3,0,0,4,0.57258,10.35881,5.712777,-0.05645,0.11423,0.49578,0.55355,66.76,2.127,2,0,0.084778,0.99522,7.39766
O\N=C/1\[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,6.260435,7,0.63571,20.17562,2.443059,-0.08017,0.14234,0.5245,0.58667,94.75,3.228,1,2,0,1.03257,8.53893
C[C@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,1,3.406402,5,0.63393,14.77617,2.452272,-0.07532,0.12308,0.51891,0.56667,59,2.502,2,1,0,0.84424,6.03981
Oc1ccc2C(=O)[C@H]([C@H](Oc2c1)c3ccc(OCCN4CCCCC4)cc3)c5ccccc5,1,3.406625,5,0.62879,14.88146,2.455027,-0.06328,0.12376,0.50833,0.56882,59,2.928,2,1,0,0.99442,7.99613
Cc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406626,6,0.62857,17.40113,2.440922,-0.07273,0.13193,0.51706,0.57626,79.23,3.202,2,1,0,1.02834,8.29313
C[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,1,3.406402,5,0.63393,14.77617,2.452272,-0.07532,0.12308,0.51891,0.56667,59,2.502,2,1,0,0.84424,6.03981
Oc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C(=O)[C@H]2c4ccc(O)cc4,1,0,5,0.61538,13.42947,6.081406,-0.09278,0.19444,0.53722,0.63889,86.99,2.965,1,0,0,1.12747,7.49412
CCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406636,6,0.625,17.42968,2.443473,-0.07018,0.12605,0.51418,0.57005,79.23,3.202,2,1,0,1.02153,8.23473
CCCCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,3.406645,6,0.61538,17.45466,2.449378,-0.06348,0.11115,0.5066,0.55427,79.23,3.202,2,1,0,0.98942,8.23473
COc1cc(ccc1O)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406634,7,0.63889,20.2141,2.433269,-0.08424,0.14555,0.52824,0.58955,88.46,3.487,2,1,0,1.06647,8.73622
Oc1ccc(cc1)[C@@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406627,6,0.63235,17.40934,2.43895,-0.07548,0.13839,0.52016,0.58307,79.23,3.226,2,1,0,1.0282,8.23661
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)cc(Cl)c3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406626,6,0.63571,19.96296,0.393845,-0.08924,0.15597,0.53357,0.6003,79.23,3.283,2,1,0,1.05091,8.40515
COc1cc(O)ccc1[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406636,7,0.63889,20.23026,2.432389,-0.08424,0.14555,0.52824,0.58955,88.46,3.349,2,1,0,1.07134,8.73677
CC(C)[C@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,1,3.406513,5,0.625,14.82853,2.457782,-0.06902,0.11069,0.51187,0.55355,59,2.463,2,1,0.129558,0.83732,6.03981
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406627,5,0.62879,14.86096,2.457385,-0.06328,0.12376,0.50833,0.56882,59,2.966,2,1,0,0.99145,7.99613
Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,1,0,5,0.6625,14.01898,5.214371,-0.1336,0.27447,0.58175,0.72262,79.9,2.937,1,0,0,1.05946,6.15855
CC(C)[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,1,3.406513,5,0.625,14.82853,2.457782,-0.06902,0.11069,0.51187,0.55355,59,2.463,2,1,0.129558,0.83732,6.03981
C[C@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(OCCN4CCCCC4)cc3,1,3.406402,6,0.63793,17.32294,2.433836,-0.08963,0.13953,0.53284,0.58274,79.23,2.38,2,1,0,0.89074,6.29583
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)cc(F)c3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406626,6,0.63571,19.96296,2.41031,-0.09453,0.16278,0.53886,0.60711,79.23,3.201,2,1,0,1.07469,8.5066
CCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,1,3.406641,6,0.62162,17.44396,2.445695,-0.06779,0.12066,0.51148,0.56435,79.23,3.202,2,1,0,1.01232,8.23473
Cc1cc(cc(C)c1O)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,1,3.406628,6,0.625,17.38961,2.442894,-0.07018,0.12605,0.51418,0.57005,79.23,3.178,2,1,0,1.02441,8.34887
O[C@@H]1[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1,3.406627,6,0.63235,17.40934,2.448649,-0.07018,0.12968,0.51486,0.57436,82.39,3.038,2,1,0,0.9803,7.89531
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,3.375707,5,0.62857,17.29515,2.437414,-0.07427,0.133,0.5186,0.57733,62.16,2.685,1,1,0.760433,0.98984,7.90868
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,3.375707,5,0.625,14.75366,2.466054,-0.0561,0.11005,0.50078,0.55473,62.16,2.715,1,1,0.784993,0.94238,7.62371
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,3.375707,5,0.62857,17.29515,2.437414,-0.07427,0.133,0.5186,0.57733,62.16,2.685,1,1,0.760433,0.98984,7.90868
