SMILES,HOB,BCUTc-1l,SsOH,maxHsOH,MLFER_A,minsOH,minHsOH,nHsOH,maxsOH,nsOH,SHsOH
Oc1ccc(cc1)[C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36132,19.97739,0.506287,1.208,9.802966,0.449245,2,10.17442,2,0.955532
CC1(C)Oc2cc(O)cc(O)c2N=C1c3ccc(O)c(Br)c3,0,-0.36082,29.3,0.571156,1.522,9.580607,0.510805,3,9.995239,3,1.609621
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36054,10.09134,0.444144,0.546,10.09134,0.444144,1,10.09134,1,0.444144
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCCC5)cc4,0,-0.36054,10.10691,0.440683,0.546,10.10691,0.440683,1,10.10691,1,0.440683
Oc1ccc(cc1)[C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36132,30.21372,0.516534,1.632,9.756423,0.398068,3,10.46905,3,1.404834
Oc1ccc2C3=Nc4ccc(O)cc4OC3CCc2c1,0,-0.36135,19.09002,0.584586,1.089,9.516338,0.556526,2,9.573686,2,1.141113
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36054,10.00739,0.464552,0.546,10.00739,0.464552,1,10.00739,1,0.464552
CC(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,0,-0.36055,10.18879,0.42199,0.546,10.18879,0.42199,1,10.18879,1,0.42199
Oc1ccc(cc1)[C@@H]2Sc3ccccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36057,9.749553,0.516534,0.546,9.749553,0.516534,1,9.749553,1,0.516534
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,0,-0.36073,9.665589,0.504336,0.546,9.665589,0.504336,1,9.665589,1,0.504336
Oc1ccc(cc1)[C@@H]2Sc3c(F)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36131,19.64467,0.521534,1.208,9.736423,0.510232,2,9.908247,2,1.031766
Oc1ccc(cc1)C2=Nc3ccc(O)cc3OC2,0,-0.36135,18.5899,0.624304,1.089,9.244451,0.620619,2,9.345444,2,1.244924
CCC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)c(Br)c3,0,-0.36082,29.27051,0.575939,1.522,9.569364,0.515588,3,9.983996,3,1.622467
CC1Oc2cc(O)cc(C)c2N=C1c3ccc(O)c(Br)c3,0,-0.3608,19.35661,0.551564,0.979,9.65666,0.533286,2,9.699954,2,1.08485
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(F)cc4,0,-0.36046,9.801188,0.504258,0.546,9.801188,0.504258,1,9.801188,1,0.504258
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,0,-0.36054,10.15827,0.428825,0.546,10.15827,0.428825,1,10.15827,1,0.428825
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36054,10.0802,0.447616,0.546,10.0802,0.447616,1,10.0802,1,0.447616
CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,0,-0.36055,10.16771,0.429583,0.546,10.16771,0.429583,1,10.16771,1,0.429583
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,19.63461,0.528566,1.292,9.715897,0.506394,2,9.918713,2,1.03496
Oc1ccc2O[C@@H]([C@@H](Sc2c1)c3ccccc3O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36123,20.56326,0.480713,1.089,9.979383,0.364206,2,10.58388,2,0.844919
CC1(N(CCc2cc(O)ccc12)c3cccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36137,20.24409,0.444144,1.089,10.09467,0.440613,2,10.14942,2,0.884757
CCc1cc(O)cc2O[C@@H]([C@@H](Sc12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36135,20.11384,0.498269,1.089,9.834481,0.422455,2,10.27936,2,0.920724
Oc1ccc(cc1)[C@@H]2Sc3cc(O)cc(Cl)c3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36135,19.9792,0.508065,1.208,9.794685,0.439725,2,10.18451,2,0.947791
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCC5)cc4,0,-0.36054,10.06463,0.451076,0.546,10.06463,0.451076,1,10.06463,1,0.451076
COc1ccc(cc1)C2Sc3cc(O)ccc3OC2c4ccc(OCCN5CCCCC5)cc4,0,-0.36059,10.02595,0.473769,0.546,10.02595,0.473769,1,10.02595,1,0.473769
CC1CCCC(C)N1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5cccc(O)c5,0,-0.36137,20.11577,0.473793,1.089,10.00727,0.449502,2,10.1085,2,0.923294
CCCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,0,-0.36135,18.97533,0.586334,1.089,9.413721,0.572241,2,9.561606,2,1.158574
Oc1ccc(cc1)[C@@H]2Sc3cc(Cl)c(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0,-0.36085,20.08945,0.508065,0.979,9.794106,0.426189,2,10.29535,2,0.934254
CCc1c(O)ccc2S[C@H]([C@H](Oc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36123,20.26631,0.501325,1.089,9.820609,0.387732,2,10.4457,2,0.889057
CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.36054,10.07577,0.447604,0.546,10.07577,0.447604,1,10.07577,1,0.447604
CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCC5)cc4,0,-0.36054,10.11757,0.439135,0.546,10.11757,0.439135,1,10.11757,1,0.439135
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCOCC5)cc4,0,-0.37824,20.04096,0.483799,1.089,9.972117,0.460774,2,10.06885,2,0.944574
Cc1c(O)ccc2S[C@H]([C@H](Oc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36124,20.04315,0.508269,1.089,9.788699,0.427732,2,10.25445,2,0.936002
CC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,0,-0.36135,18.74206,0.608679,1.089,9.310353,0.600211,2,9.431706,2,1.20889
CC1(N(CCc2cc(O)ccc12)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,0,-0.36137,20.21295,0.447604,1.089,10.0791,0.444073,2,10.13385,2,0.891677
CC1(N(CCc2cc(O)ccc12)c3cccc(F)c3)c4ccc(OCCN5CCCC5)cc4,0,-0.36054,10.06257,0.451736,0.546,10.06257,0.451736,1,10.06257,1,0.451736
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCNC5CCCCCC5)cc4,0,-0.36137,20.09527,0.475993,1.021,9.99796,0.452125,2,10.09731,2,0.928118
Oc1ccc2OC(C(Sc2c1)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36053,9.960979,0.484845,0.546,9.960979,0.484845,1,9.960979,1,0.484845
Oc1ccc2C(=O)c3oc4cc(O)ccc4c3Oc2c1,1,-0.36131,18.92344,0.612061,1.089,9.448476,0.60545,2,9.474962,2,1.217511
COc1cc(O)c2C(=O)c3c(Oc2c1)oc4cc(O)ccc34,0,-0.36099,19.56756,0.605116,0.671,9.50103,0.522455,2,10.06653,2,1.127571
Oc1cc(O)c2C(=O)c3oc4c(cc(O)cc4c3Oc2c1)C#N,0,-0.36128,29.09203,0.60045,1.333,9.535692,0.555634,3,9.858077,3,1.731172
Oc1cc(O)c2C(=O)c3sc4ccccc4c3Oc2c1,1,-0.36092,19.42178,0.587511,0.671,9.537022,0.529914,2,9.884762,2,1.117424
CC1=C(c2ccc(O)cc2)C3(Cc4ccccc4C3)c5ccc(O)cc15,0,-0.36139,19.78159,0.515789,1.089,9.725052,0.45316,2,10.05654,2,0.968949
Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,0,-0.36132,28.36664,0.625876,1.417,9.244255,0.569613,3,9.677664,3,1.800939
CC1=CC[C@@]2(CO)COC([C@@H]1C2)c3ccc(O)cc3,0,-0.39515,19.00755,0.576978,0.891,9.377184,0.447607,2,9.630361,2,1.024585
Oc1ccc2CC3(Cc2c1)C(=Cc4ccccc34)c5ccccc5,0,-0.36046,9.891209,0.483305,0.546,9.891209,0.483305,1,9.891209,1,0.483305
Oc1ccc2Oc3c(oc4cc(O)ccc34)C(=O)c2c1,1,-0.36134,18.90721,0.612061,1.089,9.448476,0.605932,2,9.45873,2,1.217993
Oc1ccc2c(C=C(c3ccccc3)C24Cc5ccccc5C4)c1,0,-0.36044,9.92876,0.480938,0.546,9.92876,0.480938,1,9.92876,1,0.480938
Oc1ccc2c3C(=O)c4c(O)cc(O)cc4Oc3oc2c1,0,-0.36126,28.77254,0.613257,1.214,9.452591,0.550233,3,9.85542,3,1.77555
Oc1cc(O)c2C(=O)c3oc4c(Br)cc(O)cc4c3Oc2c1,1,-0.36127,29.18151,0.594987,1.333,9.550044,0.548889,3,9.875795,3,1.697113
Oc1ccc2oc3C(=O)c4c(O)cc(O)cc4Oc3c2c1,1,-0.3613,28.84367,0.60545,1.214,9.496577,0.561807,3,9.809659,3,1.762345
OC[C@]12CC[C@H]([C@H](C1)C=CC2)c3ccc(O)cc3,0,-0.3952,18.98288,0.568916,0.891,9.36341,0.428016,2,9.619469,2,0.996931
Oc1cccc(c1)C2=Cc3ccc(O)cc3C24Cc5ccccc5C4,0,-0.36138,20.06687,0.473132,1.089,9.972051,0.447531,2,10.09482,2,0.920662
Oc1ccc2c3Oc4cc(O)cc(O)c4C(=O)c3oc2c1,0,-0.36126,28.75805,0.612061,1.214,9.452591,0.561807,3,9.809659,3,1.779318
Oc1ccc2Oc3c(oc4ccc(O)cc34)C(=O)c2c1,1,-0.36137,18.99126,0.605932,1.089,9.45873,0.595088,2,9.532534,2,1.20102
OC(=O)CCCOc1ccc(cc1)\C(=C\CCc2ccccc2)\c3cccc(O)c3,0,-0.36054,18.62679,0.69771,1.134,8.699889,0.485369,2,9.926906,2,1.183079
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCC(=O)O)cc2)\c3ccccc3,0,-0.36053,18.44813,0.719132,1.045,8.76656,0.531669,2,9.681572,2,1.250801
CC\C(=C(\c1ccc(OCC(=O)O)cc1)/c2cccc(O)c2)\c3ccccc3,0,-0.36051,18.7687,0.719132,1.045,8.766902,0.474319,2,10.0018,2,1.193451
OC(=O)CCCOc1ccc(cc1)\C(=C\CCc2ccccc2)\c3ccc(O)cc3,0,-0.36056,18.33415,0.69771,1.134,8.69967,0.538139,2,9.634485,2,1.23585
CC[C@@](C)([C@@H](c1ccc(O)cc1)c2ccc(OCCCC(=O)O)cc2)c3ccccc3,0,-0.36056,18.56209,0.683002,1.134,8.755852,0.493784,2,9.806236,2,1.176785
O\N=C/1\[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36135,29.78209,0.548512,1.089,9.778397,0.49619,3,10.00335,3,1.565455
C[C@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,-0.36075,9.698927,0.542205,0.749,9.698927,0.542205,1,9.698927,1,0.542205
Oc1ccc2C(=O)[C@H]([C@H](Oc2c1)c3ccc(OCCN4CCCCC4)cc3)c5ccccc5,0,-0.36076,9.915958,0.506394,0.749,9.915958,0.506394,1,9.915958,1,0.506394
Cc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,19.85956,0.518566,1.292,9.760012,0.466394,2,10.09955,2,0.98496
C[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,-0.36075,9.698927,0.542205,0.749,9.698927,0.542205,1,9.698927,1,0.542205
Oc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C(=O)[C@H]2c4ccc(O)cc4,0,-0.36168,28.8261,0.562394,1.835,9.546073,0.541968,3,9.729039,3,1.663988
CCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,20.02873,0.510301,1.292,9.79807,0.438616,2,10.23066,2,0.948917
CCCCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,20.33657,0.492337,1.292,9.880487,0.390238,2,10.45608,2,0.882575
COc1cc(ccc1O)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36102,20.03967,0.49945,1.041,9.970485,0.488566,2,10.06918,2,0.988015
Oc1ccc(cc1)[C@@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,19.63461,0.528566,1.292,9.715897,0.506394,2,9.918713,2,1.03496
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)cc(Cl)c3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.3616,19.89227,0.518319,1.411,9.766555,0.465406,2,10.12572,2,0.983725
COc1cc(O)ccc1[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.37755,19.92873,0.500788,1.292,9.947841,0.49813,2,9.980886,2,0.998917
CC(C)[C@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,-0.36076,9.808109,0.517513,0.749,9.808109,0.517513,1,9.808109,1,0.517513
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36086,9.713142,0.528566,0.546,9.713142,0.528566,1,9.713142,1,0.528566
Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,1,-0.36131,18.92344,0.613257,1.089,9.443693,0.604255,2,9.479745,2,1.217511
CC(C)[C@@H]1[C@H](Oc2cc(O)ccc2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,-0.36076,9.808109,0.517513,0.749,9.808109,0.517513,1,9.808109,1,0.517513
C[C@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(OCCN4CCCCC4)cc3,0,-0.36119,19.73413,0.542205,0.874,9.71976,0.489316,2,10.01437,2,1.031521
Oc1ccc(cc1)[C@H]2[C@H](Oc3cc(O)cc(F)c3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36159,19.55956,0.533566,1.411,9.700012,0.526394,2,9.859546,2,1.05996
CCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,0,-0.36163,20.15616,0.503357,1.292,9.82998,0.418208,2,10.32618,2,0.921565
Cc1cc(cc(C)c1O)[C@H]2[C@H](Oc3cc(O)ccc3C2=O)c4ccc(OCCN5CCCCC5)cc4,0,-0.36139,20.28147,0.489865,1.13,9.991495,0.403566,2,10.28997,2,0.893431
O[C@@H]1[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.38716,30.99427,0.519557,1.434,9.738324,0.192407,3,11.30756,3,1.206312
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,-0.36079,19.75683,0.508932,1.089,9.784552,0.490111,2,9.972282,2,0.999043
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,-0.36139,19.86068,0.503932,1.089,9.800436,0.458861,2,10.06025,2,0.962793
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,-0.36079,19.75683,0.508932,1.089,9.784552,0.490111,2,9.972282,2,0.999043
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,-0.36139,19.87209,0.502574,1.089,9.806142,0.457503,2,10.06595,2,0.960077
Cc1cc(C)nc(n1)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,-0.36138,19.85314,0.515886,1.089,9.778899,0.462253,2,10.07424,2,0.97814
CCCN1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,0,-0.36138,19.75398,0.521738,1.089,9.731919,0.468707,2,10.02206,2,0.990446
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,-0.36079,19.76825,0.507574,1.089,9.790257,0.488753,2,9.977988,2,0.996327
C[C@@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36135,19.83084,0.503932,1.089,9.800824,0.473939,2,10.03001,2,0.977872
C[C@@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36139,19.86261,0.503932,1.089,9.801403,0.458861,2,10.06121,2,0.962793
C[C@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36135,19.83084,0.503932,1.089,9.800824,0.473939,2,10.03001,2,0.977872
CC[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36139,20.01533,0.491587,1.089,9.858598,0.438453,2,10.15673,2,0.930039
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36139,19.86261,0.503932,1.089,9.801403,0.458861,2,10.06121,2,0.962793
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(Cc6ccccc6)CC5,0,-0.36138,19.83754,0.515674,1.089,9.771555,0.461999,2,10.06599,2,0.977673
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6,0,-0.36138,19.82977,0.517311,1.089,9.767892,0.463841,2,10.06188,2,0.981152
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6occc6,1,-0.36138,19.80191,0.521089,1.089,9.754667,0.468031,2,10.04725,2,0.98912
Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,-0.36138,19.84869,0.515245,1.089,9.776913,0.461573,2,10.07178,2,0.976818
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(Cl)c6,1,-0.36138,19.85372,0.514987,1.089,9.77928,0.461279,2,10.07444,2,0.976266
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(Cl)cc6,1,-0.36138,19.85153,0.515194,1.089,9.778265,0.461517,2,10.07326,2,0.976711
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,-0.36079,19.75877,0.508932,1.089,9.785518,0.490111,2,9.973249,2,0.999043
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(O)c6,0,-0.36139,29.53308,0.531115,1.632,9.701555,0.463841,3,10.0628,3,1.512267
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6O,0,-0.36138,29.87468,0.517311,1.214,9.768816,0.463841,3,10.0629,3,1.453979
Cc1ccccc1C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,-0.36138,19.8528,0.514811,1.089,9.778816,0.461071,2,10.07399,2,0.975881
Cc1cccc(c1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,-0.36138,19.8506,0.515043,1.089,9.777796,0.461341,2,10.0728,2,0.976384
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,-0.36139,19.83484,0.507019,1.089,9.787514,0.461948,2,10.04732,2,0.968966
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,-0.36079,19.73099,0.512019,1.089,9.771629,0.493198,2,9.95936,2,1.005216
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,-0.36139,19.86068,0.503932,1.089,9.800436,0.458861,2,10.06025,2,0.962793
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6Cl,1,-0.36138,19.85625,0.514749,1.089,9.780452,0.461002,2,10.0758,2,0.975751
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccncc6,0,-0.36138,19.825,0.518445,1.089,9.765625,0.465091,2,10.05938,2,0.983535
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(cc6)[N+](=O)[O-],1,-0.36138,19.84078,0.517223,1.089,9.773132,0.46374,2,10.06765,2,0.980963
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(Cl)cc6,1,-0.36138,19.84412,0.515476,1.089,9.774613,0.461771,2,10.0695,2,0.977248
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6[N+](=O)[O-],1,-0.36138,19.84327,0.517195,1.089,9.774281,0.463706,2,10.06899,2,0.9809
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(cc6)[N+](=O)[O-],1,-0.36138,19.83233,0.517699,1.089,9.768997,0.464217,2,10.06333,2,0.981916
CC(C)N1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,1,-0.36138,19.75469,0.521422,1.089,9.732218,0.468334,2,10.02247,2,0.989756
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C6CCCC6,1,-0.36138,19.81395,0.515882,1.089,9.760235,0.462161,2,10.05371,2,0.978043
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,-0.36139,19.89794,0.499488,1.089,9.819064,0.454417,2,10.07887,2,0.953904
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,-0.36079,19.79409,0.504488,1.089,9.80318,0.485667,2,9.99091,2,0.990154
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@H](C)C5,0,-0.36079,19.79409,0.504488,1.089,9.80318,0.485667,2,9.99091,2,0.990154
C[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5,0,-0.36139,19.87763,0.501917,1.089,9.808908,0.456845,2,10.06872,2,0.958762
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc5,0,-0.36079,19.78654,0.505846,1.089,9.799407,0.487025,2,9.987138,2,0.992871
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCC[C@H]5C,0,-0.36079,19.79723,0.504114,1.089,9.804749,0.485293,2,9.99248,2,0.989407
COc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.37754,0,0,0.003,0,0,0,0,0,0
COc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.37751,0,0,0.003,0,0,0,0,0,0
Oc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.36739,9.94987,0.485586,0.546,9.94987,0.485586,1,9.94987,1,0.485586
Oc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,-0.36053,10.02909,0.453693,0.546,10.02909,0.453693,1,10.02909,1,0.453693
C[C@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C,0,-0.36138,19.75431,0.513447,1.089,9.764842,0.477627,2,9.989464,2,0.991074
C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@H]1C,0,-0.36138,19.75431,0.513447,1.089,9.764842,0.477627,2,9.989464,2,0.991074
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCCN5CCCC5)cc4,0,-0.36138,19.72355,0.517085,1.089,9.749466,0.481264,2,9.974088,2,0.998348
C[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,-0.36138,19.73987,0.515176,1.089,9.757625,0.479355,2,9.982247,2,0.994531
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC6C5)cc4,0,-0.36138,19.7327,0.516534,1.089,9.75404,0.480713,2,9.978661,2,0.997247
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCC5)cc4,0,-0.36138,19.70262,0.51962,1.089,9.738997,0.483799,2,9.963619,2,1.00342
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,-0.36138,19.72846,0.516534,1.089,9.75192,0.480713,2,9.976542,2,0.997247
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,-0.36138,19.72846,0.516534,1.089,9.75192,0.480713,2,9.976542,2,0.997247
